Time (sec),Pitch Rate (deg/sec)
0.0,0.0
0.01,-0.001496252737175829
0.02,-0.007078343082703002
0.03,-0.013226925981158601
0.04,-0.019940978477634593
0.05,-0.02721539477400529
0.060000000000000005,-0.03504493719905406
0.07,-0.04342422890578297
0.08,-0.05234775687146653
0.09,-0.061809874848114885
0.09999999999999999,-0.0718048062955064
0.10999999999999999,-0.0823266474385376
0.11999999999999998,-0.09336937340168297
0.12999999999999998,-0.1049268381279281
0.13999999999999999,-0.11699278029551918
0.15,-0.12956082744113087
0.16,-0.14262449983982586
0.17,-0.15617721428993384
0.18000000000000002,-0.17021228780185624
0.19000000000000003,-0.18472294118945987
0.20000000000000004,-0.19970230256243438
0.21000000000000005,-0.21514341071777338
0.22000000000000006,-0.23103921842852315
0.23000000000000007,-0.24738259562797918
0.24000000000000007,-0.26416633248765825
0.25000000000000006,-0.2813831423877093
0.26000000000000006,-0.2990256647787281
0.2700000000000001,-0.3170864678861165
0.2800000000000001,-0.3355580513968761
0.2900000000000001,-0.35443284899694627
0.3000000000000001,-0.37370323080041296
0.3100000000000001,-0.3933615056743085
0.3200000000000001,-0.41339992346223425
0.3300000000000001,-0.4338106771108137
0.34000000000000014,-0.4545859047039327
0.35000000000000014,-0.47571769141056497
0.36000000000000015,-0.4971980713528654
0.37000000000000016,-0.5190190294019156
0.38000000000000017,-0.5411725029092773
0.3900000000000002,-0.563650383383139
0.4000000000000002,-0.5864445181182619
0.4100000000000002,-0.6095467117893957
0.4200000000000002,-0.6329487280180618
0.4300000000000002,-0.6566422909226789
0.4400000000000002,-0.6806190866620139
0.45000000000000023,-0.7048707649817516
0.46000000000000024,-0.7293889407736509
0.47000000000000025,-0.7541651956563267
0.48000000000000026,-0.7791910795861287
0.49000000000000027,-0.8044581125059034
0.5000000000000002,-0.8299577860387092
0.5100000000000002,-0.8556815652326781
0.5200000000000002,-0.8816208903623391
0.5300000000000002,-0.9077671787908572
0.5400000000000003,-0.9341118268965871
0.5500000000000003,-0.9606462120665439
0.5600000000000003,-0.9873616947583378
0.5700000000000003,-1.0142496206313523
0.5800000000000003,-1.0413013227469707
0.5900000000000003,-1.0685081238370036
0.6000000000000003,-1.0958613386386113
0.6100000000000003,-1.1233522762934123
0.6200000000000003,-1.1509722428079343
0.6300000000000003,-1.178712543571937
0.6400000000000003,-1.2065644859307634
0.6500000000000004,-1.2345193818075615
0.6600000000000004,-1.2625685503708035
0.6700000000000004,-1.2907033207424607
0.6800000000000004,-1.3189150347418919
0.6900000000000004,-1.3471950496605152
0.7000000000000004,-1.3755347410622403
0.7100000000000004,-1.4039255056046305
0.7200000000000004,-1.4323587638758613
0.7300000000000004,-1.4608259632426388
0.7400000000000004,-1.4893185807041909
0.7500000000000004,-1.517828125747845
0.7600000000000005,-1.5463461432017125
0.7700000000000005,-1.574864216080122
0.7800000000000005,-1.6033739684178676
0.7900000000000005,-1.6318670680892309
0.8000000000000005,-1.660335229608234
0.8100000000000005,-1.68877021690658
0.8200000000000005,-1.7171638460860925
0.8300000000000005,-1.7455079881425024
0.8400000000000005,-1.7737945716578671
0.8500000000000005,-1.8020155854588964
0.8600000000000005,-1.8301630812387035
0.8700000000000006,-1.858229176139827
0.8800000000000006,-1.88620605529632
0.8900000000000006,-1.9140859743330463
0.9000000000000006,-1.9418612618204032
0.9100000000000006,-1.9695243216828815
0.9200000000000006,-1.9970676355599815
0.9300000000000006,-2.0244837651181746
0.9400000000000006,-2.051765354312714
0.9500000000000006,-2.0789051315981886
0.9600000000000006,-2.105895912086909
0.9700000000000006,-2.132730599654218
0.9800000000000006,-2.1594021889899677
0.9900000000000007,-1.6612923867262031e-13
1.0000000000000007,0.004807677654170614
1.0100000000000007,0.009595748538585651
1.0200000000000007,-0.0956956085063374
1.0300000000000007,-0.20061411746348864
1.0400000000000007,-0.30517015808608733
1.0500000000000007,-0.4093317032514543
1.0600000000000007,-0.5130672767899254
1.0700000000000007,-0.6163457944447318
1.0800000000000007,-0.7191365736382271
1.0900000000000007,-0.8214093427936747
1.1000000000000008,-0.9231342503584832
1.1100000000000008,-1.0242818735314476
1.1200000000000008,-1.1248232266920666
1.1300000000000008,-1.2247297695305754
1.1400000000000008,-1.3239734148773663
1.1500000000000008,-1.4225265362306327
1.1600000000000008,-1.5203619749815604
1.1700000000000008,-1.617453047335994
1.1800000000000008,-1.7137735509325247
1.1900000000000008,-1.809297771156386
1.2000000000000008,-1.9040004871493394
1.2100000000000009,-1.9978569775157005
1.2200000000000009,-2.0908430257246393
1.2300000000000009,-2.1829349252096275
1.2400000000000009,-2.2741094841657454
1.2500000000000009,-2.3643440300456784
1.260000000000001,-2.453616413755895
1.270000000000001,-2.541905013554139
1.280000000000001,-2.6291887386500705
1.290000000000001,-2.715447032510701
1.300000000000001,-2.800659875872679
1.310000000000001,-2.8848077894637814
1.320000000000001,-2.967871836435488
1.330000000000001,-3.04983362450985
1.340000000000001,-3.130675307842867
1.350000000000001,-3.2103795886075335
1.360000000000001,-3.288929718299527
1.370000000000001,-3.3663094987687585
1.380000000000001,-3.4425032829802404
1.390000000000001,-3.5174959755077024
1.400000000000001,-3.5912730327637115
1.410000000000001,-3.6638204629701057
1.420000000000001,-3.7351248258726115
1.430000000000001,-3.8051732322038294
1.440000000000001,-3.8739533428986515
1.450000000000001,-3.9414533680665675
1.460000000000001,-4.007662065725221
1.470000000000001,-4.072568740299616
1.480000000000001,-4.1361632408917925
1.490000000000001,-4.198435959325532
1.500000000000001,-4.2593778279709955
1.5100000000000011,-4.318980317353976
1.5200000000000011,-4.377235433554944
1.5300000000000011,-4.434135715402765
1.5400000000000011,-4.4896716846746285
1.5500000000000012,-4.543810568194807
1.5600000000000012,-4.596545697708882
1.5700000000000012,-4.647871233781104
1.5800000000000012,-4.69778187571121
1.5900000000000012,-4.746272856577142
1.6000000000000012,-4.7933399393259
1.6100000000000012,-4.838979412685845
1.6200000000000012,-4.883188086905094
1.6300000000000012,-4.925963289321525
1.6400000000000012,-4.967302859769684
1.6500000000000012,-5.007205145829858
1.6600000000000013,-5.045668997924889
1.6700000000000013,-5.082693764269937
1.6800000000000013,-5.118279285680542
1.6900000000000013,-5.152425890244516
1.7000000000000013,-5.185134387862813
1.7100000000000013,-5.216406064664755
1.7200000000000013,-5.246242677302958
1.7300000000000013,-5.274646447133142
1.7400000000000013,-5.301620054410454
1.7500000000000013,-5.327166633130527
1.7600000000000013,-5.351289762825381
1.7700000000000014,-5.373993463403823
1.7800000000000014,-5.395282188832972
1.7900000000000014,-5.415160820735899
1.8000000000000014,-5.433634661909715
1.8100000000000014,-5.450709429769093
1.8200000000000014,-5.46639124972003
1.8300000000000014,-5.4806866484685655
1.8400000000000014,-5.493602547269149
